user_id,item_list
98,5705 5794 9235 9539 10942 12709 14043 16438 17589 22158
99,342 914 990 1033 6294 9543 10636 11214 17589 21498
100,1337 2503 5957 11166 11453 16249 17561 17839 19977 21498
101,175 3015 4670 5547 7820 13576 13835 14036 15978 21873
102,2687 4066 12152 14240 14366 14524 15289 17943 21144 22184
103,1095 3679 10177 14235 15224 15563 16770 17432 19534 20430
104,4629 6885 11543 12017 12528 13705 13708 14445 16189 17839
105,1024 1706 1788 2571 5019 7262 14163 16667 16717 18413
107,3913 6547 15202 15741 16123 18331 19419 20095 20926 22046
108,4388 5602 8121 8650 9199 9672 10778 13992 15457 22123
109,3279 3781 4670 5547 9922 14036 16092 19575 20384 20890
110,1673 9131 12948 16438 18872 19484 19649 20219 20865 20945
111,242 3214 5560 5648 7316 7486 7511 9313 10953 20781
112,543 1842 2060 3448 8606 10665 13975 14108 14436 16188
113,4504 5713 6453 9671 11824 12937 19439 19649 20000 22158
114,1444 4892 8943 9831 10242 12839 13771 14101 14407 18333
115,1629 3597 4763 7199 9015 9131 11405 17846 19106 22111
116,3316 3510 3605 5964 8450 10177 16629 16770 18850 21459
117,1280 1651 5382 5602 7093 10572 12144 13992 15202 16616
118,108 4879 5358 5957 8827 9055 11811 11906 16320 19014
119,958 3184 5487 6506 9378 10636 13708 14032 15275 17960
121,829 2600 6111 6524 9614 13823 13835 14657 18404 22325
122,1087 2427 3510 3789 5957 8536 12575 12914 14441 16629
123,108 5957 6636 7301 7637 10353 11811 17561 19014 19977
124,877 1024 1576 6885 7575 7693 16189 17561 18527 20750
126,1793 3772 4763 6504 9870 17645 17892 20945 21053 22170
127,4566 5925 7486 8455 9313 10707 11690 16937 20090 21087
128,6477 6506 6755 7527 9126 16660 17064 17524 17589 17932
129,1444 2895 7089 13835 18499 18767 19527 20000 22158 22325
130,5917 7041 9199 13708 14507 17943 17960 19073 19228 22323
131,175 428 4670 9596 9922 13835 14036 18195 20000 21238
132,4566 4821 5546 8455 9422 10275 11326 13809 15291 21128
134,5925 9961 10635 11796 15271 16160 17219 17855 19897 20646
135,2530 5723 6010 10283 10953 12287 12958 14026 16014 20781
136,679 8167 8887 9131 9687 10998 11167 14016 15820 20945
137,1329 4046 4667 9244 9998 11033 11651 16123 21033 22316
138,3768 6654 7785 8783 12883 15946 16014 16123 21068 22316
139,914 1974 8946 12809 14225 14777 15398 16805 17878 19480
140,2087 3486 8963 11525 13734 16342 16408 18331 18390 20051
141,342 554 1980 2083 2893 13523 16530 17189 18758 20264
142,14 1444 5701 6113 8335 9961 11796 15950 18914 20581
143,5030 6113 7301 8851 8943 9137 12861 14195 14870 20695
144,3815 4849 6245 6925 7301 7637 8297 9153 10953 13771
145,4541 4752 10243 12277 12358 12372 14843 15465 16128 21118
146,914 1974 2575 3789 8681 9543 13823 16805 18221 21256
147,358 4541 5729 12277 14575 15150 15971 19977 20773 21611
148,765 5010 6067 6560 9671 9792 14770 15978 19106 19672
149,1827 5328 6486 13667 15289 17077 18608 18944 20926 22140
151,1998 5737 6989 6990 8038 9286 16937 19419 19712 20000
152,2953 5019 5710 12960 14202 16660 16667 18760 19173 20306
153,144 358 3548 3690 5813 8093 14043 14211 20290 20755
154,4039 7785 8494 10003 11651 16014 16587 18301 19712 20237
156,1616 4313 4731 7041 7746 12265 12903 17145 17661 20139
157,1706 2628 12516 12920 14304 14714 15570 16191 19061 19534
158,3772 4639 7613 11506 13686 15521 16676 17321 21053 22170
160,691 1214 1960 8225 9244 12366 12519 15715 17415 21206
163,1031 3297 4937 9727 11651 12709 12909 15873 19649 22158
164,326 5917 8367 9487 11700 13708 14507 19228 21573 22323
165,810 1451 3380 11249 12040 12318 17007 18163 19745 21997
167,2530 7850 8675 8769 12959 13344 13771 13897 17214 22325
168,1 2 3 4 6 7 8 9 15 20
171,914 3964 4916 6508 8051 9430 12500 13886 16805 20926
172,4816 5047 5755 5957 6477 8827 10362 12761 17787 18850
173,1090 2390 6453 6534 12921 13337 15043 15146 15235 16697
174,2308 7083 12152 13306 13667 16561 16588 17145 17943 19073
175,3184 4739 5010 6897 9028 10106 11407 12502 21992 22343
177,1327 2376 4889 5458 6616 7527 15735 16320 17064 21635
178,858 2251 3789 5594 6514 12972 16664 17524 19585 22181
181,3432 5957 6527 8148 10899 14614 17017 17254 18268 21751
182,1487 1953 3293 4039 5458 6243 11545 13820 17748 19712
183,1998 4352 11328 12206 14864 15820 17255 19125 22081 22293
184,383 490 3510 3555 4118 7362 9410 11167 16757 18970
185,1250 6257 7436 10635 12575 14612 16614 18739 18937 22186
187,6131 9131 9457 10337 11405 15773 16442 17268 17296 18856
188,5010 9442 11407 14589 15773 17172 18976 20290 21681 22184
189,1819 4566 4821 6516 8455 8601 11276 11854 20928 21128
191,1585 5010 5262 7287 9370 10106 12113 12502 13391 14805
192,3486 3887 6301 7970 15749 17661 17690 20095 20945 21071
193,4453 6654 10155 14762 15201 16592 17224 20967 21261 21507
194,742 1544 5019 5710 16667 17635 17892 19123 19745 21226
196,1327 7999 12707 12958 13568 14151 14549 14993 16320 21635
197,1835 5010 6560 11078 11407 12162 13820 14036 15833 18673
198,2468 4313 6547 7746 10832 13667 17145 17661 18944 21656
199,2217 9301 11249 12318 14314 19712 19745 20546 20775 22067
200,835 1177 1379 2893 2953 5969 14202 16923 17189 18604
201,2217 3764 6384 7178 11356 13626 13857 17149 18225 20768
202,5594 7178 9532 9740 11923 11965 16010 17224 20853 21441
203,342 554 2893 4396 7984 12530 13523 14366 18404 21681
205,1998 6997 11328 13886 14665 15891 16123 16188 17255 19125
206,4566 4821 10707 11653 11690 16191 17793 20768 21128 21405
207,108 5818 6857 9160 9170 10796 12558 13540 21402 22316
208,1280 1835 2687 2749 5917 10876 12841 17189 20723 20838
210,342 1513 2096 4284 7319 7984 10118 15586 17589 21498
211,1640 5672 5710 6417 10108 10683 11220 11374 13161 17189
212,326 5751 6581 12809 13096 13708 14981 16599 20886 21265
215,810 5479 5747 8078 12040 13047 14616 19527 21804 22158
216,1303 1770 9421 10118 10427 11315 11449 17163 20755 21312
217,1632 4648 8386 8674 10665 10763 13020 13636 14692 22254
218,5869 5957 7301 9811 12514 13170 15175 15950 18372 18850
219,2631 3803 5359 5723 8922 11116 20781 20870 21031 21084
220,661 1440 2950 8063 8771 9549 11505 20257 20264 22336
221,781 1733 5262 5512 7816 14524 17642 19061 21080 21238
223,1087 3510 3815 4771 5500 8536 12862 14441 22084 22181
225,4957 6257 9595 10707 10814 12018 12358 14108 15635 16561
226,2549 3486 4396 5328 5402 6524 13686 18331 21441 21692
227,1457 3445 5157 6113 8943 9438 10378 11315 19905 20290
228,4453 5296 7746 12572 12903 17145 17400 17661 21656 21890
229,2630 7970 12273 12572 15289 15465 15644 17077 17145 20890
230,4148 4849 5957 6245 6560 7301 8851 11405 11581 14870
231,690 1543 8752 10814 10935 11436 12839 15137 18225 18850
232,3294 8038 10707 10753 11653 15891 16937 20090 20325 20768
233,3294 3968 4290 8331 8455 11326 15799 16937 17548 20090
234,684 2295 6111 6524 8038 10089 13835 14366 14657 16530
235,3681 4543 8051 10707 12018 15398 18238 19844 20325 20926
236,5251 8078 8620 11923 13297 13857 14616 15749 19903 22158
237,6010 10707 12358 13297 13790 16188 18238 20325 20768 21405
238,3968 5496 5915 8364 11182 11277 14777 16731 16937 19480
239,2079 4504 5464 6193 6644 12188 13551 13608 15596 16250
240,358 722 3548 4809 7041 8815 10106 14043 16888 20755
241,4296 5040 5957 6045 6213 7999 19977 20723 21736 22100
242,1024 1706 2701 4338 5480 5957 10118 11345 20581 21646
243,14 169 1799 6453 8671 9335 9615 11047 15201 16780
245,2184 5969 6650 7769 16923 18154 18604 20264 20723 20750
246,481 704 5925 8536 10337 10364 12605 15224 15638 21145
247,55 1024 4425 5485 5957 9313 12862 14356 14470 16717
248,76 3279 7999 8330 8834 9497 9623 9913 20384 21635
249,1359 1733 5042 8064 13510 13835 20325 20768 21238 21405
251,61 4296 6378 10876 10998 12238 12352 12913 19709 22100
253,14 1250 2096 2247 5952 13823 20755 21145 21441 22341
254,36 2390 6547 8051 9378 9539 14043 15202 16490 19514
255,55 1444 2354 7654 12016 13380 15272 16366 16596 20252
256,829 858 1365 1640 6456 8047 11220 17224 18228 21084
257,4481 10234 12839 13096 15137 16952 17344 17892 19803 21053
258,2913 3695 7178 7785 8078 10470 13380 13857 17407 19712
259,1953 2376 5344 6218 7527 12941 14151 14993 16667 20676
260,1793 7287 8167 13886 16438 18673 19123 19649 19766 22158
261,1 2 3 4 6 7 8 9 15 20
262,829 858 1365 4735 6456 6514 14441 16664 17224 22181
263,1087 3510 3695 8749 12188 15080 16753 17548 18675 19709
264,350 5957 6384 7437 10876 11220 15615 16667 18301 19219
265,1974 3538 3736 9652 13592 15898 16614 17286 18739 22158
266,2308 2508 3432 3768 5813 9913 10942 12366 12558 18202
267,55 1960 3309 5030 5458 12605 13523 16073 16750 20669
268,383 5747 8078 11047 11796 13297 13626 16596 17149 18225
269,2606 5040 6045 10404 11651 13678 17925 18136 18604 20723
270,4496 5988 6514 8330 8681 10362 12113 13101 18598 19275
271,6581 7892 8946 12809 13592 14981 16599 19150 19656 21945
273,1673 6547 7702 9539 10832 11744 13667 14043 17469 17661
274,2324 5308 8693 11505 11799 14683 16660 18604 19534 21607
275,2159 5705 6117 6415 6524 6794 11374 14160 17573 19173
276,2701 2927 4338 5957 6925 10118 11315 13771 19219 20755
277,122 254 5047 7197 7925 9116 10234 13809 18834 19534
278,759 2701 6560 8936 12341 13753 17635 19106 19219 20755
279,358 5813 8093 9421 10118 13667 15313 18268 20755 21312
280,829 5853 8601 8979 11326 11753 13823 21128 22181 22260
281,3887 4029 4046 11651 11914 12709 15873 17732 19106 22158
282,695 2083 4916 9430 11425 12113 12500 17208 18404 19065
283,2712 6500 6516 10843 11653 14164 16927 18471 19148 20257
285,144 3815 6149 6925 8297 9159 10427 11315 13771 13897
286,1359 2255 2606 5019 5710 7302 7816 8696 13123 13823
287,251 5344 5485 5957 6286 7132 7575 13809 14993 21098
288,319 1974 2251 3113 3789 3894 3975 6524 6840 20755
289,358 3800 8093 8681 10118 12504 14211 14788 20755 21312
290,657 2814 5099 8920 10520 10525 14120 16092 17865 21635
292,1974 2251 7178 11427 12181 13380 13857 14616 17262 18314
293,4046 4548 8237 8500 8620 15820 15915 15971 17851 21071
294,990 2115 2503 4296 5040 5957 10118 17254 18268 21667
295,326 3449 4511 11192 13708 14981 15971 19656 20363 21573
297,3391 7178 8606 9595 10935 16753 17180 18676 20886 21300
299,5957 6514 8675 8841 13849 14327 14663 16499 16667 22325
300,704 1317 8536 8831 10251 10700 11214 12381 13523 22131
301,5480 6294 7190 10177 10234 10353 14291 14304 17561 20581
302,5602 6156 8606 9199 9672 10778 13894 13992 21277 21300
303,990 4738 5040 6972 9911 12152 13667 15700 15715 18946
304,1194 2308 6113 12921 14770 15146 15451 15799 16697 16883
305,134 254 10155 12502 12909 15146 16164 18115 18750 22158
306,1133 3184 4039 4120 14507 15873 16358 16616 20264 20578
307,428 9301 11840 17645 18195 19125 20325 20926 22067 22170
308,1998 5019 11328 13123 14314 16128 17255 17892 20546 21997
309,1457 4884 5480 5964 8957 11167 14790 17321 20581 22254
310,1819 2825 3274 4462 4785 4821 8262 15345 16114 16867
311,695 914 1033 2812 8355 9260 9543 9551 10596 18027
312,3279 4670 8330 8803 9497 9623 16530 18598 20384 21238
314,1640 2631 8536 11220 12862 12958 18183 20201 21084 21506
315,1793 6508 9961 12809 14225 16048 17878 21053 21265 22158
316,1 2 3 4 6 7 8 9 15 20
317,914 1974 2978 14777 15398 15946 17414 17668 19480 20893
318,601 2606 4296 5040 5104 10876 12238 14202 17189 20723
319,2246 5047 7052 8063 8364 9551 16342 16818 22158 22310
320,134 326 1948 5687 11447 15873 16730 18750 18778 19712
321,1327 1440 6260 8035 10525 12707 16780 20264 20515 20704
322,4389 4559 5010 6456 6560 6925 14036 15171 16667 22325
323,509 703 1177 1544 2558 5710 18671 19173 20676 22313
324,554 1788 5010 8167 9751 9991 12941 13841 14048 18673
327,1457 5500 5836 7165 7436 12605 15521 15978 17428 21441
328,239 6857 6958 9410 10998 11167 15820 17591 18471 18769
329,1365 3535 4141 8963 13576 15303 15978 21084 21330 21441
330,914 3835 5512 8946 9595 13096 14225 16805 19844 22186
331,3538 3555 4420 5751 9176 11427 13387 13592 19534 21761
332,3409 4352 8735 12277 14043 14819 14864 16128 21233 21614
334,722 765 1214 4453 13686 15521 15681 17400 17661 20755
337,722 765 3597 5010 10106 12003 13686 14043 15521 20755
338,319 1835 2687 5040 5917 10876 11006 12991 19219 20723
339,1640 6243 10827 11100 11220 12841 15076 17189 20201 20306
340,690 1543 5047 8262 8827 11427 12972 16629 18850 19534
341,263 5010 7466 7503 7613 10773 18673 18745 21053 22158
342,254 6616 7914 7925 8455 8541 8920 10917 13809 15802
343,4216 4648 6010 8696 12287 15289 16188 16656 18676 21118
344,256 2478 4670 4785 4821 5687 7486 9335 13259 20953
345,7081 7575 7693 10234 11167 12086 16189 17548 18949 19803
346,2251 5396 6477 7089 7931 9490 11066 13857 16780 18171
347,4648 5019 10844 11096 13537 14665 16128 20133 20773 21200
349,7301 11249 12972 15263 17867 18499 18750 19252 19745 21711
350,5957 9346 11407 15646 16189 16667 17478 18673 19757 20264
351,1718 2631 6010 8114 10596 10700 12675 12958 18944 21031
352,219 1497 2376 2390 3644 13820 14031 15146 15508 20477
353,695 914 1033 2083 2812 5567 9623 10596 17414 17668
354,1 2 3 4 6 7 8 9 15 20
355,4586 5988 6357 9394 9950 12205 13391 13771 16114 21332
356,3380 3886 7072 11436 13790 13857 14616 14909 16626 18314
357,2390 4670 5496 9584 14777 15146 15201 17075 17878 22158
358,1636 4829 8650 9199 10960 14175 15813 16285 16805 21300
361,3486 5876 6301 7200 13992 15289 18331 19484 20926 20945
363,2255 2530 5710 6518 8675 12381 13161 13897 17214 22181
364,2324 2427 3316 3789 3841 5957 6477 9481 10362 17220
365,3768 7362 9260 9551 13380 14941 17414 18647 22273 22316
366,55 4723 6425 8611 11864 12862 13380 14470 20201 22181
367,1327 1329 1440 2842 6260 7527 16826 17064 18560 20264
368,2530 3380 4028 5710 11397 12098 14292 16867 19173 21842
369,728 2530 5710 10283 10470 12862 12958 14292 17184 20342
370,2308 4904 5813 8851 11405 12366 14770 15978 17224 19106
371,1457 3605 5480 6113 6535 7266 8450 14291 14407 21035
373,1121 2004 2530 4785 8956 13383 13897 16114 16592 20967
374,4780 5813 5836 9199 13708 15715 17428 18739 19656 21277
375,1229 5964 8536 10763 11505 14790 16606 18390 18604 21569
376,1250 6010 10118 10427 11315 11533 12572 17532 17668 20755
377,144 4559 6925 10118 11315 16499 18862 19219 20755 22325
379,3317 10261 10337 14524 15289 15978 19061 19319 19499 22157
380,1732 4486 7376 8063 11653 13231 13482 14164 20257 21256
381,4670 5010 6453 6876 9442 9922 11407 14589 18304 21938
382,122 2256 5047 5465 6506 12502 16164 17428 18898 22158
383,987 3768 4378 5560 7914 10756 12707 16123 16937 21949
384,1309 3102 3894 4835 5040 6045 8693 10404 13413 19534
385,1090 3681 4321 5328 5584 12921 15043 20090 20926 22292
386,1998 3448 4352 8033 11033 11121 13667 14141 15289 17255
387,1498 5402 6129 6524 7319 14416 16530 16780 20302 21938
388,1214 2390 3887 4046 10141 15043 15202 16697 19419 21441
389,858 1920 3279 5594 12184 13161 15303 17214 17224 21031
391,2444 2870 3671 4028 8364 13380 13398 13857 15291 16937
392,383 690 5500 9950 11427 12839 15431 16010 16114 20921
393,1887 3448 4296 6378 7362 7785 9160 16014 22079 22316
394,5813 5957 6560 7301 8841 9351 15700 19106 20842 22151
395,3449 4511 6113 9028 10106 12502 13187 13708 14407 19153
398,383 2060 2352 4782 8735 8752 10814 10935 21118 22079
399,4849 5957 10682 12482 13753 15171 17686 18301 19219 19745
400,4738 5813 8936 9351 11972 13849 15700 17224 19106 20842
401,742 1544 5464 6794 8952 9361 14415 19123 20306 21129
402,1 2 3 4 6 7 8 9 15 20
403,3015 5500 6456 14507 15978 17224 17428 17943 20722 21191
404,968 1806 3535 3942 10261 11864 14369 15978 21441 22157
405,1636 6804 7693 8650 9961 11993 14589 16189 17561 20645
406,3264 6415 7287 10843 12391 16927 17573 17892 20257 21653
407,383 4118 5500 9020 9215 10717 10935 13592 18970 20755
409,2812 5047 7052 8314 8355 9260 9543 9551 15493 19821
410,3222 5155 6113 10378 11405 12030 12086 15278 21035 21699
411,5701 5925 6113 9961 10177 10234 17855 19986 20581 20645
412,28 375 1087 8535 9516 10177 11924 15224 20614 20870
413,5703 6518 7992 8672 9185 12381 13719 13823 14756 16867
414,54 3695 3768 7178 11651 12188 12199 13199 16753 20533
415,1835 4002 4174 5040 12040 12563 14240 17327 19106 20219
416,543 2630 6010 8159 12572 14108 14436 14524 15289 16188
417,9539 9551 12709 14043 15820 16110 17589 17846 22158 22316
418,1487 4000 5713 6067 6453 12066 13820 17099 20000 20041
419,846 1466 2747 5785 12854 12958 13306 13667 16084 16231
420,1843 1887 2508 3768 4780 9811 12091 12558 15700 19874
421,5010 5550 7287 9028 10106 10377 11407 12113 12502 18598
422,2246 2365 5062 8650 9067 15820 16189 17781 21979 22158
423,36 1462 1491 1969 4660 10763 16442 17268 17296 20795
424,5178 5759 6155 9490 11047 11340 13297 13601 22111 22151
425,1806 4544 5464 7613 9698 10674 11864 12937 15615 15978
426,1544 1778 3964 5328 8700 10352 15289 20926 21077 22313
427,509 1673 1790 2290 4296 4557 8885 10763 17069 20212
428,5957 6245 6539 6560 6627 7266 10242 14291 14407 18402
429,858 1835 2814 3901 6746 7999 9913 10596 13667 17524
430,3293 4290 5710 6384 11111 14536 19756 20781 20870 21965
431,1612 6113 9961 11166 13894 14225 17878 18090 18937 21402
432,3768 7063 12188 13199 13410 15080 15507 15873 17548 20533
433,1250 7052 7093 9672 11427 13096 14225 16805 21265 21578
435,1949 3102 7925 8920 10404 11651 13403 15133 18312 18750
436,1504 2628 5546 8545 15570 16135 19534 21145 22084 22181
437,852 1543 1949 2978 3894 7844 8681 11882 16867 19232
438,2793 5602 6176 6506 9541 10636 10778 13683 18267 18687
439,5713 11923 12937 16266 19649 20459 21441 21804 22111 22158
440,263 5010 6560 9442 10106 13337 13686 18673 18745 22158
441,6514 8330 8769 10682 13344 13753 13771 16499 17214 22325
442,6160 7460 7613 7769 10337 11405 14524 15615 15978 19499
443,5957 6245 6539 6560 6627 7266 7613 10362 14407 15171
444,1960 2073 7768 8961 13708 14507 15978 16090 18068 21641
445,2269 3742 5917 5957 5968 9289 14407 14700 20540 21035
446,1329 1949 2793 2978 7052 8063 9876 11651 13231 16342
447,254 1949 7925 14589 14866 16189 17432 19534 20870 21719
448,1457 3605 5480 5957 6535 7575 11405 12086 16268 21681
449,1 2 3 4 6 7 8 9 15 20
450,1636 6508 11166 11993 12500 15386 16189 19986 20348 21409
453,4504 5328 6243 8700 19649 20041 20926 21077 22313 22343
454,242 2530 10455 10953 11753 13771 15398 17114 19432 21001
455,1090 1960 2390 3616 10141 12707 12921 15799 19514 20646
456,2041 6524 7593 9712 10118 11315 13123 14029 14366 16231
457,852 2255 5525 8330 8681 9623 16867 17668 19432 20384
458,5915 6500 6958 14033 14444 15257 17892 18671 19148 20156
459,2687 4296 4591 12152 14165 15289 15457 15465 16616 18163
460,4884 6294 7450 8957 10635 17855 18402 18937 19986 21498
461,2271 6595 7984 8536 9293 9309 10700 10763 12958 19514
462,326 3479 3681 5487 5656 10514 11993 13608 20926 22293
463,1186 1337 3835 6294 7190 10251 12381 17561 20384 21946
464,93 600 3279 4670 8330 9497 12113 18598 20384 21635
465,342 554 1513 2096 2468 3644 12817 13523 14031 18758
466,337 3398 3789 4735 6506 11042 14875 15510 19821 22181
467,1133 3184 5062 11545 11993 12502 13187 13708 14589 15978
468,1835 4388 5602 6746 11832 12152 13667 14240 17943 18687
469,172 2457 8650 10953 13430 13705 15457 16176 20890 22323
470,5759 8051 9199 10896 12903 14981 15681 18739 19656 20363
471,2352 4782 7404 10514 15137 15971 16850 17616 19575 20890
472,1305 4481 4544 6160 7503 7613 11993 12839 13219 21053
473,2360 4431 5487 8258 10337 11405 13233 15978 18856 20614
474,263 5957 7575 8167 9442 9870 14407 15257 17892 18673
475,1 2 3 4 6 7 8 9 15 20
476,219 2376 3644 5010 10128 11407 13820 14031 15802 18673
477,219 3644 9551 9913 14336 15631 15735 16320 18750 20084
478,342 990 2096 2115 4284 7984 10118 16606 17589 21569
479,600 1788 4670 8342 12750 13810 16530 16937 20032 21938
480,254 694 4821 6384 6452 8455 11690 13897 14356 18394
481,238 2274 2712 10753 12181 13510 13857 19278 20542 21541
482,708 3449 7703 8110 10106 10790 20290 20384 20890 22184
483,1214 1960 1969 10141 13734 17268 18390 18764 18856 21441
484,383 5040 6469 6972 9911 12040 16599 18970 20133 21836
485,1083 4039 5099 11545 12352 15873 16172 19712 20578 22293
486,1090 2933 5030 5458 9388 12921 14549 15799 16073 18115
487,1953 5062 8723 10917 11545 11664 12392 14866 16172 16189
488,14 169 385 1444 1498 2617 5402 12042 13686 16780
489,1276 2096 4284 8893 10118 12216 15104 17094 20755 21498
490,383 4544 5916 6245 11405 12839 13187 13626 14407 16268
491,326 4739 5602 10896 12709 14753 18439 20363 21265 22158
493,4039 5099 7677 8494 9608 12854 17214 18036 18163 21332
494,994 1235 1612 9551 9600 9913 14336 15735 18115 18750
495,2041 5801 7984 10118 11315 13306 13667 14366 20755 21488
496,704 6010 10261 10764 12530 13523 13810 14366 18608 21330
498,914 3034 13894 15398 16188 16656 17414 17668 19844 21228
499,1781 5968 8167 9126 10362 17589 17846 20842 21035 22158
500,326 2475 5751 7178 10707 11813 13096 20926 21265 21578
501,2255 2530 5710 9614 9712 10108 10283 11753 12675 14292
503,5487 8063 10059 10636 10966 13231 13811 20564 21300 21949
504,852 1498 4247 7581 8330 8681 10362 11277 14777 17759
505,1214 2390 6534 13686 15043 15521 17075 17400 17661 21441
506,1 2 3 4 6 7 8 9 15 20
508,1632 2569 3955 4796 9840 11096 16188 17284 18390 22316
509,6113 7009 9584 10717 10814 11047 12199 16788 18504 22151
510,1544 4916 6990 15291 16408 17494 19649 20000 20051 22313
